project_ID,longitude,latitude,total_c_to_2011,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8722612410555,34.34,-13.24, $-   ,33,0.0,647.762084961,1.0
8722612410555,34.34,-13.24, $-   ,33,0.0,647.762084961,1.0
8722612410613,34.34,-13.24,20000000,1,0.0,647.762084961,1.0
8722612410619,34.34,-13.24,6940000,1,0.0,647.762084961,1.0
8722612410752,34.34,-13.24,535809.27,1,0.0,647.762084961,1.0
8722612510010,34.34,-13.24,13544910,1,0.0,647.762084961,1.0
8722612510020,34.34,-13.24,4746520,2,0.0,647.762084961,1.0
8722612510020,34.34,-13.24,4746520,2,0.0,647.762084961,1.0
8722612510025,34.34,-13.24,500000,1,0.0,647.762084961,1.0
8722612510037,34.34,-13.24,130400,1,0.0,647.762084961,1.0
8722612510046,34.34,-13.24,18803225,2,0.0,647.762084961,1.0
8722612510046,34.34,-13.24,18803225,2,0.0,647.762084961,1.0
8722612510058,34.34,-13.24,16213487,17,0.0,647.762084961,1.0
8722612510078,34.34,-13.24,2309000,1,0.0,647.762084961,1.0
8722612510086,34.34,-13.24,17649940,1,0.0,647.762084961,1.0
